"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"LOC123730362","LOC_Predicted","LOC123730362","","LOC123730362","LOC123730362","LOC123730362","LOC123730362"
"LOC123730363","LOC_Predicted","LOC123730363","","LOC123730363","LOC123730363","LOC123730363","LOC123730363"
"LOC123730365","LOC_Predicted","LOC123730365","","LOC123730365","LOC123730365","LOC123730365","LOC123730365"
"LOC123730366","LOC_Predicted","LOC123730366","","LOC123730366","LOC123730366","LOC123730366","LOC123730366"
"LOC123730367","LOC_Predicted","LOC123730367","","LOC123730367","LOC123730367","LOC123730367","LOC123730367"
"LOC123730368","LOC_Predicted","LOC123730368","","LOC123730368","LOC123730368","LOC123730368","LOC123730368"
"LOC123730369","LOC_Predicted","LOC123730369","","LOC123730369","LOC123730369","LOC123730369","LOC123730369"
"LOC123730370","LOC_Predicted","LOC123730370","","LOC123730370","LOC123730370","LOC123730370","LOC123730370"
"LOC123730371","LOC_Predicted","LOC123730371","","LOC123730371","LOC123730371","LOC123730371","LOC123730371"
"LOC123730373","LOC_Predicted","LOC123730373","","LOC123730373","LOC123730373","LOC123730373","LOC123730373"
"LOC123730374","LOC_Predicted","LOC123730374","","LOC123730374","LOC123730374","LOC123730374","LOC123730374"
"LOC123730375","LOC_Predicted","LOC123730375","","LOC123730375","LOC123730375","LOC123730375","LOC123730375"
"LOC123730376","LOC_Predicted","LOC123730376","","LOC123730376","LOC123730376","LOC123730376","LOC123730376"
"LOC123730377","LOC_Predicted","LOC123730377","","LOC123730377","LOC123730377","LOC123730377","LOC123730377"
"LOC123730378","LOC_Predicted","LOC123730378","","LOC123730378","LOC123730378","LOC123730378","LOC123730378"
"LOC123730379","LOC_Predicted","LOC123730379","","LOC123730379","LOC123730379","LOC123730379","LOC123730379"
"LOC123730380","LOC_Predicted","LOC123730380","","LOC123730380","LOC123730380","LOC123730380","LOC123730380"
"LOC123730381","LOC_Predicted","LOC123730381","","LOC123730381","LOC123730381","LOC123730381","LOC123730381"
"LOC123730382","LOC_Predicted","LOC123730382","","LOC123730382","LOC123730382","LOC123730382","LOC123730382"
"LOC123730383","LOC_Predicted","LOC123730383","","LOC123730383","LOC123730383","LOC123730383","LOC123730383"
"LOC123730384","LOC_Predicted","LOC123730384","","LOC123730384","LOC123730384","LOC123730384","LOC123730384"
"LOC123730385","LOC_Predicted","LOC123730385","","LOC123730385","LOC123730385","LOC123730385","LOC123730385"
"LOC123730386","LOC_Predicted","LOC123730386","","LOC123730386","LOC123730386","LOC123730386","LOC123730386"
"LOC123730387","LOC_Predicted","LOC123730387","","LOC123730387","LOC123730387","LOC123730387","LOC123730387"
"LOC123730388","LOC_Predicted","LOC123730388","","LOC123730388","LOC123730388","LOC123730388","LOC123730388"
"LOC123730389","LOC_Predicted","LOC123730389","","LOC123730389","LOC123730389","LOC123730389","LOC123730389"
"LOC123730391","LOC_Predicted","LOC123730391","","LOC123730391","LOC123730391","LOC123730391","LOC123730391"
"LOC123730393","LOC_Predicted","LOC123730393","","LOC123730393","LOC123730393","LOC123730393","LOC123730393"
"LOC123730395","LOC_Predicted","LOC123730395","","LOC123730395","LOC123730395","LOC123730395","LOC123730395"
"LOC123730396","LOC_Predicted","LOC123730396","","LOC123730396","LOC123730396","LOC123730396","LOC123730396"
"LOC123730397","LOC_Predicted","LOC123730397","","LOC123730397","LOC123730397","LOC123730397","LOC123730397"
"LOC123730399","LOC_Predicted","LOC123730399","","LOC123730399","LOC123730399","LOC123730399","LOC123730399"
"LOC123730400","LOC_Predicted","LOC123730400","","LOC123730400","LOC123730400","LOC123730400","LOC123730400"
"LOC123730401","LOC_Predicted","LOC123730401","","LOC123730401","LOC123730401","LOC123730401","LOC123730401"
"LOC123730402","LOC_Predicted","LOC123730402","","LOC123730402","LOC123730402","LOC123730402","LOC123730402"
"LOC123730403","LOC_Predicted","LOC123730403","","LOC123730403","LOC123730403","LOC123730403","LOC123730403"
"LOC123730404","LOC_Predicted","LOC123730404","","LOC123730404","LOC123730404","LOC123730404","LOC123730404"
"LOC123730405","LOC_Predicted","LOC123730405","","LOC123730405","LOC123730405","LOC123730405","LOC123730405"
"LOC123730406","LOC_Predicted","LOC123730406","","LOC123730406","LOC123730406","LOC123730406","LOC123730406"
"LOC123730407","LOC_Predicted","LOC123730407","","LOC123730407","LOC123730407","LOC123730407","LOC123730407"
"LOC123730408","LOC_Predicted","LOC123730408","","LOC123730408","LOC123730408","LOC123730408","LOC123730408"
"LOC123730409","LOC_Predicted","LOC123730409","","LOC123730409","LOC123730409","LOC123730409","LOC123730409"
"LOC123730410","LOC_Predicted","LOC123730410","","LOC123730410","LOC123730410","LOC123730410","LOC123730410"
"LOC123730411","LOC_Predicted","LOC123730411","","LOC123730411","LOC123730411","LOC123730411","LOC123730411"
"LOC123730412","LOC_Predicted","LOC123730412","","LOC123730412","LOC123730412","LOC123730412","LOC123730412"
"LOC123730413","LOC_Predicted","LOC123730413","","LOC123730413","LOC123730413","LOC123730413","LOC123730413"
"LOC123730415","LOC_Predicted","LOC123730415","","LOC123730415","LOC123730415","LOC123730415","LOC123730415"
"LOC123730416","LOC_Predicted","LOC123730416","","LOC123730416","LOC123730416","LOC123730416","LOC123730416"
"LOC123730417","LOC_Predicted","LOC123730417","","LOC123730417","LOC123730417","LOC123730417","LOC123730417"
"LOC123730418","LOC_Predicted","LOC123730418","","LOC123730418","LOC123730418","LOC123730418","LOC123730418"
"LOC123730419","LOC_Predicted","LOC123730419","","LOC123730419","LOC123730419","LOC123730419","LOC123730419"
"LOC123730420","LOC_Predicted","LOC123730420","","LOC123730420","LOC123730420","LOC123730420","LOC123730420"
"LOC123730421","LOC_Predicted","LOC123730421","","LOC123730421","LOC123730421","LOC123730421","LOC123730421"
"LOC123730422","LOC_Predicted","LOC123730422","","LOC123730422","LOC123730422","LOC123730422","LOC123730422"
"LOC123730423","LOC_Predicted","LOC123730423","","LOC123730423","LOC123730423","LOC123730423","LOC123730423"
"LOC123730424","LOC_Predicted","LOC123730424","","LOC123730424","LOC123730424","LOC123730424","LOC123730424"
"LOC123730425","LOC_Predicted","LOC123730425","","LOC123730425","LOC123730425","LOC123730425","LOC123730425"
"LOC123730426","LOC_Predicted","LOC123730426","","LOC123730426","LOC123730426","LOC123730426","LOC123730426"
"LOC123730427","LOC_Predicted","LOC123730427","","LOC123730427","LOC123730427","LOC123730427","LOC123730427"
"LOC123730428","LOC_Predicted","LOC123730428","","LOC123730428","LOC123730428","LOC123730428","LOC123730428"
"LOC123730429","LOC_Predicted","LOC123730429","","LOC123730429","LOC123730429","LOC123730429","LOC123730429"
"LOC123730430","LOC_Predicted","LOC123730430","","LOC123730430","LOC123730430","LOC123730430","LOC123730430"
"LOC123730431","LOC_Predicted","LOC123730431","","LOC123730431","LOC123730431","LOC123730431","LOC123730431"
"LOC123730432","LOC_Predicted","LOC123730432","","LOC123730432","LOC123730432","LOC123730432","LOC123730432"
"LOC123730433","LOC_Predicted","LOC123730433","","LOC123730433","LOC123730433","LOC123730433","LOC123730433"
"LOC123730434","LOC_Predicted","LOC123730434","","LOC123730434","LOC123730434","LOC123730434","LOC123730434"
"LOC123730435","LOC_Predicted","LOC123730435","","LOC123730435","LOC123730435","LOC123730435","LOC123730435"
"LOC123730436","LOC_Predicted","LOC123730436","","LOC123730436","LOC123730436","LOC123730436","LOC123730436"
"LOC123730437","LOC_Predicted","LOC123730437","","LOC123730437","LOC123730437","LOC123730437","LOC123730437"
"LOC123730439","LOC_Predicted","LOC123730439","","LOC123730439","LOC123730439","LOC123730439","LOC123730439"
"LOC123730440","LOC_Predicted","LOC123730440","","LOC123730440","LOC123730440","LOC123730440","LOC123730440"
"LOC123730441","LOC_Predicted","LOC123730441","","LOC123730441","LOC123730441","LOC123730441","LOC123730441"
"LOC123730443","LOC_Predicted","LOC123730443","","LOC123730443","LOC123730443","LOC123730443","LOC123730443"
"LOC123730451","LOC_Predicted","LOC123730451","","LOC123730451","LOC123730451","LOC123730451","LOC123730451"
"LOC123730452","LOC_Predicted","LOC123730452","","LOC123730452","LOC123730452","LOC123730452","LOC123730452"
"LOC123730453","LOC_Predicted","LOC123730453","","LOC123730453","LOC123730453","LOC123730453","LOC123730453"
"LOC123730454","LOC_Predicted","LOC123730454","","LOC123730454","LOC123730454","LOC123730454","LOC123730454"
"LOC123730455","LOC_Predicted","LOC123730455","","LOC123730455","LOC123730455","LOC123730455","LOC123730455"
"LOC123730456","LOC_Predicted","LOC123730456","","LOC123730456","LOC123730456","LOC123730456","LOC123730456"
"LOC123730457","LOC_Predicted","LOC123730457","","LOC123730457","LOC123730457","LOC123730457","LOC123730457"
"LOC123730458","LOC_Predicted","LOC123730458","","LOC123730458","LOC123730458","LOC123730458","LOC123730458"
"LOC123730459","LOC_Predicted","LOC123730459","","LOC123730459","LOC123730459","LOC123730459","LOC123730459"
"LOC123730460","LOC_Predicted","LOC123730460","","LOC123730460","LOC123730460","LOC123730460","LOC123730460"
"LOC123730461","LOC_Predicted","LOC123730461","","LOC123730461","LOC123730461","LOC123730461","LOC123730461"
"LOC123730462","LOC_Predicted","LOC123730462","","LOC123730462","LOC123730462","LOC123730462","LOC123730462"
"LOC123730463","LOC_Predicted","LOC123730463","","LOC123730463","LOC123730463","LOC123730463","LOC123730463"
"LOC123730464","LOC_Predicted","LOC123730464","","LOC123730464","LOC123730464","LOC123730464","LOC123730464"
"LOC123730465","LOC_Predicted","LOC123730465","","LOC123730465","LOC123730465","LOC123730465","LOC123730465"
"LOC123730466","LOC_Predicted","LOC123730466","","LOC123730466","LOC123730466","LOC123730466","LOC123730466"
"LOC123730485","LOC_Predicted","LOC123730485","","LOC123730485","LOC123730485","LOC123730485","LOC123730485"
"LOC123730486","LOC_Predicted","LOC123730486","","LOC123730486","LOC123730486","LOC123730486","LOC123730486"
"LOC123730487","LOC_Predicted","LOC123730487","","LOC123730487","LOC123730487","LOC123730487","LOC123730487"
"LOC123730488","LOC_Predicted","LOC123730488","","LOC123730488","LOC123730488","LOC123730488","LOC123730488"
"LOC123730489","LOC_Predicted","LOC123730489","","LOC123730489","LOC123730489","LOC123730489","LOC123730489"
"LOC123730490","LOC_Predicted","LOC123730490","","LOC123730490","LOC123730490","LOC123730490","LOC123730490"
"LOC123730491","LOC_Predicted","LOC123730491","","LOC123730491","LOC123730491","LOC123730491","LOC123730491"
"LOC123730492","LOC_Predicted","LOC123730492","","LOC123730492","LOC123730492","LOC123730492","LOC123730492"
"LOC123730493","LOC_Predicted","LOC123730493","","LOC123730493","LOC123730493","LOC123730493","LOC123730493"
"LOC123730494","LOC_Predicted","LOC123730494","","LOC123730494","LOC123730494","LOC123730494","LOC123730494"
"LOC123730495","LOC_Predicted","LOC123730495","","LOC123730495","LOC123730495","LOC123730495","LOC123730495"
"LOC123730496","LOC_Predicted","LOC123730496","","LOC123730496","LOC123730496","LOC123730496","LOC123730496"
"LOC123730497","LOC_Predicted","LOC123730497","","LOC123730497","LOC123730497","LOC123730497","LOC123730497"
"LOC123730498","LOC_Predicted","LOC123730498","","LOC123730498","LOC123730498","LOC123730498","LOC123730498"
"LOC123730499","LOC_Predicted","LOC123730499","","LOC123730499","LOC123730499","LOC123730499","LOC123730499"
"LOC123730500","LOC_Predicted","LOC123730500","","LOC123730500","LOC123730500","LOC123730500","LOC123730500"
"LOC123730501","LOC_Predicted","LOC123730501","","LOC123730501","LOC123730501","LOC123730501","LOC123730501"
"LOC123730503","LOC_Predicted","LOC123730503","","LOC123730503","LOC123730503","LOC123730503","LOC123730503"
"LOC123730504","LOC_Predicted","LOC123730504","","LOC123730504","LOC123730504","LOC123730504","LOC123730504"
"LOC123730505","LOC_Predicted","LOC123730505","","LOC123730505","LOC123730505","LOC123730505","LOC123730505"
"LOC123730508","LOC_Predicted","LOC123730508","","LOC123730508","LOC123730508","LOC123730508","LOC123730508"
"LOC123730509","LOC_Predicted","LOC123730509","","LOC123730509","LOC123730509","LOC123730509","LOC123730509"
"LOC123730510","LOC_Predicted","LOC123730510","","LOC123730510","LOC123730510","LOC123730510","LOC123730510"
"LOC123730511","LOC_Predicted","LOC123730511","","LOC123730511","LOC123730511","LOC123730511","LOC123730511"
"LOC123730512","LOC_Predicted","LOC123730512","","LOC123730512","LOC123730512","LOC123730512","LOC123730512"
"LOC123730513","LOC_Predicted","LOC123730513","","LOC123730513","LOC123730513","LOC123730513","LOC123730513"
"LOC123730514","LOC_Predicted","LOC123730514","","LOC123730514","LOC123730514","LOC123730514","LOC123730514"
"LOC123730515","LOC_Predicted","LOC123730515","","LOC123730515","LOC123730515","LOC123730515","LOC123730515"
"LOC123730516","LOC_Predicted","LOC123730516","","LOC123730516","LOC123730516","LOC123730516","LOC123730516"
"LOC123730517","LOC_Predicted","LOC123730517","","LOC123730517","LOC123730517","LOC123730517","LOC123730517"
"LOC123730518","LOC_Predicted","LOC123730518","","LOC123730518","LOC123730518","LOC123730518","LOC123730518"
"LOC123730520","LOC_Predicted","LOC123730520","","LOC123730520","LOC123730520","LOC123730520","LOC123730520"
"LOC123730521","LOC_Predicted","LOC123730521","","LOC123730521","LOC123730521","LOC123730521","LOC123730521"
"LOC123730522","LOC_Predicted","LOC123730522","","LOC123730522","LOC123730522","LOC123730522","LOC123730522"
"LOC123730523","LOC_Predicted","LOC123730523","","LOC123730523","LOC123730523","LOC123730523","LOC123730523"
"LOC123730524","LOC_Predicted","LOC123730524","","LOC123730524","LOC123730524","LOC123730524","LOC123730524"
"LOC123730525","LOC_Predicted","LOC123730525","","LOC123730525","LOC123730525","LOC123730525","LOC123730525"
"LOC123730526","LOC_Predicted","LOC123730526","","LOC123730526","LOC123730526","LOC123730526","LOC123730526"
"LOC123730527","LOC_Predicted","LOC123730527","","LOC123730527","LOC123730527","LOC123730527","LOC123730527"
"LOC123730528","LOC_Predicted","LOC123730528","","LOC123730528","LOC123730528","LOC123730528","LOC123730528"
"LOC123730529","LOC_Predicted","LOC123730529","","LOC123730529","LOC123730529","LOC123730529","LOC123730529"
"LOC123730530","LOC_Predicted","LOC123730530","","LOC123730530","LOC123730530","LOC123730530","LOC123730530"
"LOC123730531","LOC_Predicted","LOC123730531","","LOC123730531","LOC123730531","LOC123730531","LOC123730531"
"LOC123730532","LOC_Predicted","LOC123730532","","LOC123730532","LOC123730532","LOC123730532","LOC123730532"
"LOC123730533","LOC_Predicted","LOC123730533","","LOC123730533","LOC123730533","LOC123730533","LOC123730533"
"LOC123730534","LOC_Predicted","LOC123730534","","LOC123730534","LOC123730534","LOC123730534","LOC123730534"
"LOC123730535","LOC_Predicted","LOC123730535","","LOC123730535","LOC123730535","LOC123730535","LOC123730535"
"LOC123730536","LOC_Predicted","LOC123730536","","LOC123730536","LOC123730536","LOC123730536","LOC123730536"
"LOC123730537","LOC_Predicted","LOC123730537","","LOC123730537","LOC123730537","LOC123730537","LOC123730537"
"LOC123730538","LOC_Predicted","LOC123730538","","LOC123730538","LOC123730538","LOC123730538","LOC123730538"
"LOC123730539","LOC_Predicted","LOC123730539","","LOC123730539","LOC123730539","LOC123730539","LOC123730539"
"LOC123730540","LOC_Predicted","LOC123730540","","LOC123730540","LOC123730540","LOC123730540","LOC123730540"
"LOC123730542","LOC_Predicted","LOC123730542","","LOC123730542","LOC123730542","LOC123730542","LOC123730542"
"LOC123730543","LOC_Predicted","LOC123730543","","LOC123730543","LOC123730543","LOC123730543","LOC123730543"
"LOC123730544","LOC_Predicted","LOC123730544","","LOC123730544","LOC123730544","LOC123730544","LOC123730544"
"LOC123730545","LOC_Predicted","LOC123730545","","LOC123730545","LOC123730545","LOC123730545","LOC123730545"
"LOC123730547","LOC_Predicted","LOC123730547","","LOC123730547","LOC123730547","LOC123730547","LOC123730547"
"LOC123730548","LOC_Predicted","LOC123730548","","LOC123730548","LOC123730548","LOC123730548","LOC123730548"
"LOC123730549","LOC_Predicted","LOC123730549","","LOC123730549","LOC123730549","LOC123730549","LOC123730549"
"LOC123730550","LOC_Predicted","LOC123730550","","LOC123730550","LOC123730550","LOC123730550","LOC123730550"
"LOC123730551","LOC_Predicted","LOC123730551","","LOC123730551","LOC123730551","LOC123730551","LOC123730551"
"LOC123730553","LOC_Predicted","LOC123730553","","LOC123730553","LOC123730553","LOC123730553","LOC123730553"
"LOC123730556","LOC_Predicted","LOC123730556","","LOC123730556","LOC123730556","LOC123730556","LOC123730556"
"LOC123730558","LOC_Predicted","LOC123730558","","LOC123730558","LOC123730558","LOC123730558","LOC123730558"
"LOC123730559","LOC_Predicted","LOC123730559","","LOC123730559","LOC123730559","LOC123730559","LOC123730559"
"LOC123730560","LOC_Predicted","LOC123730560","","LOC123730560","LOC123730560","LOC123730560","LOC123730560"
"LOC123730561","LOC_Predicted","LOC123730561","","LOC123730561","LOC123730561","LOC123730561","LOC123730561"
"LOC123730567","LOC_Predicted","LOC123730567","","LOC123730567","LOC123730567","LOC123730567","LOC123730567"
"LOC123730576","LOC_Predicted","LOC123730576","","LOC123730576","LOC123730576","LOC123730576","LOC123730576"
"LOC123730578","LOC_Predicted","LOC123730578","","LOC123730578","LOC123730578","LOC123730578","LOC123730578"
"LOC123730587","LOC_Predicted","LOC123730587","","LOC123730587","LOC123730587","LOC123730587","LOC123730587"
"LOC123730589","LOC_Predicted","LOC123730589","","LOC123730589","LOC123730589","LOC123730589","LOC123730589"
"LOC123730590","LOC_Predicted","LOC123730590","","LOC123730590","LOC123730590","LOC123730590","LOC123730590"
"LOC123730600","LOC_Predicted","LOC123730600","","LOC123730600","LOC123730600","LOC123730600","LOC123730600"
"LOC123730602","LOC_Predicted","LOC123730602","","LOC123730602","LOC123730602","LOC123730602","LOC123730602"
"LOC123730604","LOC_Predicted","LOC123730604","","LOC123730604","LOC123730604","LOC123730604","LOC123730604"
"LOC123730605","LOC_Predicted","LOC123730605","","LOC123730605","LOC123730605","LOC123730605","LOC123730605"
"LOC123730606","LOC_Predicted","LOC123730606","","LOC123730606","LOC123730606","LOC123730606","LOC123730606"
"LOC123730607","LOC_Predicted","LOC123730607","","LOC123730607","LOC123730607","LOC123730607","LOC123730607"
"LOC123730608","LOC_Predicted","LOC123730608","","LOC123730608","LOC123730608","LOC123730608","LOC123730608"
"LOC123730609","LOC_Predicted","LOC123730609","","LOC123730609","LOC123730609","LOC123730609","LOC123730609"
"LOC123730610","LOC_Predicted","LOC123730610","","LOC123730610","LOC123730610","LOC123730610","LOC123730610"
"LOC123730611","LOC_Predicted","LOC123730611","","LOC123730611","LOC123730611","LOC123730611","LOC123730611"
"LOC123730612","LOC_Predicted","LOC123730612","","LOC123730612","LOC123730612","LOC123730612","LOC123730612"
"LOC123730613","LOC_Predicted","LOC123730613","","LOC123730613","LOC123730613","LOC123730613","LOC123730613"
"LOC123730614","LOC_Predicted","LOC123730614","","LOC123730614","LOC123730614","LOC123730614","LOC123730614"
"LOC123730615","LOC_Predicted","LOC123730615","","LOC123730615","LOC123730615","LOC123730615","LOC123730615"
"LOC123730616","LOC_Predicted","LOC123730616","","LOC123730616","LOC123730616","LOC123730616","LOC123730616"
"LOC123730617","LOC_Predicted","LOC123730617","","LOC123730617","LOC123730617","LOC123730617","LOC123730617"
"LOC123730618","LOC_Predicted","LOC123730618","","LOC123730618","LOC123730618","LOC123730618","LOC123730618"
"LOC123730619","LOC_Predicted","LOC123730619","","LOC123730619","LOC123730619","LOC123730619","LOC123730619"
"LOC123730620","LOC_Predicted","LOC123730620","","LOC123730620","LOC123730620","LOC123730620","LOC123730620"
"LOC123730621","LOC_Predicted","LOC123730621","","LOC123730621","LOC123730621","LOC123730621","LOC123730621"
"LOC123730622","LOC_Predicted","LOC123730622","","LOC123730622","LOC123730622","LOC123730622","LOC123730622"
"LOC123730623","LOC_Predicted","LOC123730623","","LOC123730623","LOC123730623","LOC123730623","LOC123730623"
"LOC123730624","LOC_Predicted","LOC123730624","","LOC123730624","LOC123730624","LOC123730624","LOC123730624"
"LOC123730625","LOC_Predicted","LOC123730625","","LOC123730625","LOC123730625","LOC123730625","LOC123730625"
"LOC123730626","LOC_Predicted","LOC123730626","","LOC123730626","LOC123730626","LOC123730626","LOC123730626"
"LOC123730627","LOC_Predicted","LOC123730627","","LOC123730627","LOC123730627","LOC123730627","LOC123730627"
"LOC123730628","LOC_Predicted","LOC123730628","","LOC123730628","LOC123730628","LOC123730628","LOC123730628"
"LOC123730629","LOC_Predicted","LOC123730629","","LOC123730629","LOC123730629","LOC123730629","LOC123730629"
"LOC123730630","LOC_Predicted","LOC123730630","","LOC123730630","LOC123730630","LOC123730630","LOC123730630"
"LOC123730631","LOC_Predicted","LOC123730631","","LOC123730631","LOC123730631","LOC123730631","LOC123730631"
"LOC123730632","LOC_Predicted","LOC123730632","","LOC123730632","LOC123730632","LOC123730632","LOC123730632"
"LOC123730633","LOC_Predicted","LOC123730633","","LOC123730633","LOC123730633","LOC123730633","LOC123730633"
"LOC123730634","LOC_Predicted","LOC123730634","","LOC123730634","LOC123730634","LOC123730634","LOC123730634"
"LOC123730635","LOC_Predicted","LOC123730635","","LOC123730635","LOC123730635","LOC123730635","LOC123730635"
"LOC123730636","LOC_Predicted","LOC123730636","","LOC123730636","LOC123730636","LOC123730636","LOC123730636"
"LOC123730637","LOC_Predicted","LOC123730637","","LOC123730637","LOC123730637","LOC123730637","LOC123730637"
"LOC123730638","LOC_Predicted","LOC123730638","","LOC123730638","LOC123730638","LOC123730638","LOC123730638"
"LOC123730639","LOC_Predicted","LOC123730639","","LOC123730639","LOC123730639","LOC123730639","LOC123730639"
"LOC123730640","LOC_Predicted","LOC123730640","","LOC123730640","LOC123730640","LOC123730640","LOC123730640"
"LOC123730641","LOC_Predicted","LOC123730641","","LOC123730641","LOC123730641","LOC123730641","LOC123730641"
"LOC123730642","LOC_Predicted","LOC123730642","","LOC123730642","LOC123730642","LOC123730642","LOC123730642"
"LOC123730643","LOC_Predicted","LOC123730643","","LOC123730643","LOC123730643","LOC123730643","LOC123730643"
"LOC123730644","LOC_Predicted","LOC123730644","","LOC123730644","LOC123730644","LOC123730644","LOC123730644"
"LOC123730645","LOC_Predicted","LOC123730645","","LOC123730645","LOC123730645","LOC123730645","LOC123730645"
"LOC123730646","LOC_Predicted","LOC123730646","","LOC123730646","LOC123730646","LOC123730646","LOC123730646"
"LOC123730647","LOC_Predicted","LOC123730647","","LOC123730647","LOC123730647","LOC123730647","LOC123730647"
"LOC123730648","LOC_Predicted","LOC123730648","","LOC123730648","LOC123730648","LOC123730648","LOC123730648"
"LOC123730649","LOC_Predicted","LOC123730649","","LOC123730649","LOC123730649","LOC123730649","LOC123730649"
"LOC123730650","LOC_Predicted","LOC123730650","","LOC123730650","LOC123730650","LOC123730650","LOC123730650"
"LOC123730651","LOC_Predicted","LOC123730651","","LOC123730651","LOC123730651","LOC123730651","LOC123730651"
"LOC123730652","LOC_Predicted","LOC123730652","","LOC123730652","LOC123730652","LOC123730652","LOC123730652"
"LOC123730653","LOC_Predicted","LOC123730653","","LOC123730653","LOC123730653","LOC123730653","LOC123730653"
"LOC123730654","LOC_Predicted","LOC123730654","","LOC123730654","LOC123730654","LOC123730654","LOC123730654"
"LOC123730655","LOC_Predicted","LOC123730655","","LOC123730655","LOC123730655","LOC123730655","LOC123730655"
"LOC123730656","LOC_Predicted","LOC123730656","","LOC123730656","LOC123730656","LOC123730656","LOC123730656"
"LOC123730657","LOC_Predicted","LOC123730657","","LOC123730657","LOC123730657","LOC123730657","LOC123730657"
"LOC123730658","LOC_Predicted","LOC123730658","","LOC123730658","LOC123730658","LOC123730658","LOC123730658"
"LOC123730659","LOC_Predicted","LOC123730659","","LOC123730659","LOC123730659","LOC123730659","LOC123730659"
"LOC123730660","LOC_Predicted","LOC123730660","","LOC123730660","LOC123730660","LOC123730660","LOC123730660"
"LOC123730661","LOC_Predicted","LOC123730661","","LOC123730661","LOC123730661","LOC123730661","LOC123730661"
"LOC123730662","LOC_Predicted","LOC123730662","","LOC123730662","LOC123730662","LOC123730662","LOC123730662"
"LOC123730663","LOC_Predicted","LOC123730663","","LOC123730663","LOC123730663","LOC123730663","LOC123730663"
"LOC123730664","LOC_Predicted","LOC123730664","","LOC123730664","LOC123730664","LOC123730664","LOC123730664"
"LOC123730665","LOC_Predicted","LOC123730665","","LOC123730665","LOC123730665","LOC123730665","LOC123730665"
"LOC123730666","LOC_Predicted","LOC123730666","","LOC123730666","LOC123730666","LOC123730666","LOC123730666"
"LOC123730667","LOC_Predicted","LOC123730667","","LOC123730667","LOC123730667","LOC123730667","LOC123730667"
"LOC123730668","LOC_Predicted","LOC123730668","","LOC123730668","LOC123730668","LOC123730668","LOC123730668"
"LOC123730669","LOC_Predicted","LOC123730669","","LOC123730669","LOC123730669","LOC123730669","LOC123730669"
"LOC123730670","LOC_Predicted","LOC123730670","","LOC123730670","LOC123730670","LOC123730670","LOC123730670"
"LOC123730671","LOC_Predicted","LOC123730671","","LOC123730671","LOC123730671","LOC123730671","LOC123730671"
"LOC123730672","LOC_Predicted","LOC123730672","","LOC123730672","LOC123730672","LOC123730672","LOC123730672"
"LOC123730673","LOC_Predicted","LOC123730673","","LOC123730673","LOC123730673","LOC123730673","LOC123730673"
"LOC123730674","LOC_Predicted","LOC123730674","","LOC123730674","LOC123730674","LOC123730674","LOC123730674"
"LOC123730675","LOC_Predicted","LOC123730675","","LOC123730675","LOC123730675","LOC123730675","LOC123730675"
"LOC123730676","LOC_Predicted","LOC123730676","","LOC123730676","LOC123730676","LOC123730676","LOC123730676"
"LOC123730677","LOC_Predicted","LOC123730677","","LOC123730677","LOC123730677","LOC123730677","LOC123730677"
"LOC123730678","LOC_Predicted","LOC123730678","","LOC123730678","LOC123730678","LOC123730678","LOC123730678"
"LOC123730679","LOC_Predicted","LOC123730679","","LOC123730679","LOC123730679","LOC123730679","LOC123730679"
"LOC123730680","LOC_Predicted","LOC123730680","","LOC123730680","LOC123730680","LOC123730680","LOC123730680"
"LOC123730681","LOC_Predicted","LOC123730681","","LOC123730681","LOC123730681","LOC123730681","LOC123730681"
"LOC123730682","LOC_Predicted","LOC123730682","","LOC123730682","LOC123730682","LOC123730682","LOC123730682"
"LOC123730683","LOC_Predicted","LOC123730683","","LOC123730683","LOC123730683","LOC123730683","LOC123730683"
"LOC123730684","LOC_Predicted","LOC123730684","","LOC123730684","LOC123730684","LOC123730684","LOC123730684"
"LOC123730685","LOC_Predicted","LOC123730685","","LOC123730685","LOC123730685","LOC123730685","LOC123730685"
"LOC123730686","LOC_Predicted","LOC123730686","","LOC123730686","LOC123730686","LOC123730686","LOC123730686"
"LOC123730687","LOC_Predicted","LOC123730687","","LOC123730687","LOC123730687","LOC123730687","LOC123730687"
"LOC123730688","LOC_Predicted","LOC123730688","","LOC123730688","LOC123730688","LOC123730688","LOC123730688"
"LOC123730689","LOC_Predicted","LOC123730689","","LOC123730689","LOC123730689","LOC123730689","LOC123730689"
"LOC123730692","LOC_Predicted","LOC123730692","","LOC123730692","LOC123730692","LOC123730692","LOC123730692"
"LOC123730696","LOC_Predicted","LOC123730696","","LOC123730696","LOC123730696","LOC123730696","LOC123730696"
"LOC123730700","LOC_Predicted","LOC123730700","","LOC123730700","LOC123730700","LOC123730700","LOC123730700"
"LOC123730715","LOC_Predicted","LOC123730715","","LOC123730715","LOC123730715","LOC123730715","LOC123730715"
"LOC123730729","LOC_Predicted","LOC123730729","","LOC123730729","LOC123730729","LOC123730729","LOC123730729"
"LOC123730730","LOC_Predicted","LOC123730730","","LOC123730730","LOC123730730","LOC123730730","LOC123730730"
"LOC123730731","LOC_Predicted","LOC123730731","","LOC123730731","LOC123730731","LOC123730731","LOC123730731"
"LOC123730732","LOC_Predicted","LOC123730732","","LOC123730732","LOC123730732","LOC123730732","LOC123730732"
